sensorId,lat,lon,boxName,boxId,unit,date,temp
58933c89d038b000102f7d3a,52.001647,7.614025,KiTa Glühwürmchen,58932c89d038b000102f7d35,°C,2018-10-27T06Z,5.175443429224524
5a30ea5375a96c000f012fe8,51.951978,7.628977,Münster Süd,5a30ea5375a96c000f012fe0,°C,2018-10-27T06Z,6.36449565732218
6a0c30489fd3c20011115fbe,51.970725,7.631443,Nordschänke,5a0c30489fd3c20011115fb7,°C,2018-10-27T06Z,6.283624050853771
57000b8745fd40c8196ad053,51.962372,7.64568,Oststr/Mauritzsteinpfad,57000b8745fd40c8196ad04c,°C,2018-10-27T06Z,6.4429432088633884
5b2cc9471fef04001b7b4b45,51.928442,7.667642,TTN Device 1,5b2cc9471fef04001b7b4b3f,°C,2018-10-27T06Z,12.06406603957451
5b3e7f6f5dc1ec001be11cf5,51.994149,7.569078,U6B GTÜ SSH Bölling & Partner,5b3e7f6f5dc1ec001be11cf1,°C,2018-10-27T06Z,4.550648297160837
5a0c2cc89fd3c200111118f8,51.960435,7.641426,Umwelthaus Münster,5a0c2cc89fd3c200111118f0,°C,2018-10-27T06Z,6.446523134475058
5a0c347b9fd3c2001111b709,51.921125,7.620665,VennheideBox,5a0c347b9fd3c2001111b701,°C,2018-10-27T06Z,6.074929246501947
599c9b80d67eb500118c6b61,51.954793,7.650543,wb132ms,599c9b80d67eb500118c6b5e,°C,2018-10-27T06Z,5.824190458846078
6ab3dd50850005001bd25b5a,51.972139,7.642386,Wetterfuchs home,5ab3dd50850005001bd25b55,°C,2018-10-27T06Z,6.518589690015417
591f578c51d34600116a8ea7,51.96422,7.645218,Wetterstation Erpho,591f578c51d34600116a8ea5,°C,2018-10-27T06Z,5.709385291405013
6a0c15289fd3c200110f3d3a,51.953351,7.641463,Wetterstation Hansaring,5a0c15289fd3c200110f3d33,°C,2018-10-27T06Z,6.507138990200816
570bad2b45fd40c8197f13a9,51.974581,7.607807,Balkon Gasselstiege,570bad2b45fd40c8197f13a2,°C,2018-10-27T07Z,6.973847198990736
5750221bed08f9680c6b415a,51.95616769306822,7.6511693559587,BalkonBox Mindener Str.,5750220bed08f9680c6b4154,°C,2018-10-27T07Z,8.207015597047917
6b2689841fef04001b7af54c,51.966853,7.661677,Euglers Wetterstation,5b2689841fef04001b7af54a,°C,2018-10-27T07Z,5.690835775793571
